year,iso3_o,iso3_d,iso_o,iso_d,flow,gdp_o,gdp_d,pop_o,pop_d,distw,comlang_off,contig,wto_o,wto_d,gatt_o,gatt_d,wto_joint,EU_joint,EAEU_joint
2001,EST,ARM,EST,ARM,344.107,6233506.3040000005,2118467.968,1388.115,3059.96,2549,0,0,1,0,0,0,0,0,0
2002,EST,ARM,EST,ARM,231.48,7308609.024,2376335.104,1379.35,3047.002,2549,0,0,1,0,0,0,0,0,0
2003,EST,ARM,EST,ARM,460.514,9822143.488,2807060.992,1370.72,3036.032,2549,0,0,1,1,0,0,1,0,0
2004,EST,ARM,EST,ARM,635.126,12057639.936,3576615.168,1362.55,3025.652,2549,0,0,1,1,0,0,1,0,0
2005,EST,ARM,EST,ARM,977.597,14003096.576,4900436.992000001,1354.775,3014.917,2549,0,0,1,1,0,0,1,0,0
2006,EST,ARM,EST,ARM,2025.126,16958045.184,6384457.728,1346.81,3002.911,2549,0,0,1,1,0,0,1,0,0
2007,EST,ARM,EST,ARM,1748.379,22228670.464,9206301.696,1340.68,2989.882,2549,0,0,1,1,0,0,1,0,0
2008,EST,ARM,EST,ARM,1252.049,24185794.56,11662041.088,1337.09,2977.4880000000003,2549,0,0,1,1,0,0,1,0,0
2009,EST,ARM,EST,ARM,3018.567,19640621.056,8647937.024,1334.515,2968.154,2549,0,0,1,1,0,0,1,0,0
2010,EST,ARM,EST,ARM,1316.668,19479013.376,9260286.976,1331.475,2963.496,2549,0,0,1,1,0,0,1,0,0
2011,EST,ARM,EST,ARM,2771.994,22803433.472,10142343.168,1327.439,2964.12,2549,0,0,1,1,0,0,1,0,0
2012,EST,ARM,EST,ARM,8759.475,22660753.408,9958217.728,1325.016,2969.081,2549,0,0,1,1,0,0,1,0,0
2013,EST,ARM,EST,ARM,1898.159,24880265.216,10432169.984,1324.612,2976.5660000000003,2549,0,0,1,1,0,0,1,0,0
2014,EST,ARM,EST,ARM,2453.356,26213941.248,11609512.96,1314.545,2906.2200000000003,2549,0,0,1,1,0,0,1,0,0
2015,EST,ARM,EST,ARM,3455.877,22460471.296,10529182.72,1315.407,2916.9500000000003,2549,0,0,1,1,0,0,1,0,0
2016,EST,ARM,EST,ARM,9952.151,23136741.376,10547331.072,1316.481,2924.8160000000003,2549,0,0,1,1,0,0,1,0,0
2017,EST,ARM,EST,ARM,14126.436,26924385.103,11527458.566,1317.384,2944.789,2549,0,0,1,1,0,0,1,0,0
2018,EST,ARM,EST,ARM,17572.222,30489500.905,12457941.907,1321.977,2951.741,2549,0,0,1,1,0,0,1,0,0
2019,EST,ARM,EST,ARM,1677.892,31045591.753,13619291.361,1326.855,2957.728,2549,0,0,1,1,0,0,1,0,0
2020,EST,ARM,EST,ARM,1591.031,30650285.472,12641209.802,1329.479,2963.234,2549,0,0,1,1,0,0,1,0,0
1995,EST,AZE,EST,AZE,1711.727,4362191.36,3052467.456,1436.634,7685,2723,0,0,0,0,0,0,0,0,0
1996,EST,AZE,EST,AZE,2028.059,4739181.568,3176749.568,1415.594,7763,2723,0,0,0,0,0,0,0,0,0
1997,EST,AZE,EST,AZE,1123.801,5059146.752,3962710.272,1399.535,7838.25,2723,0,0,0,0,0,0,0,0,0
1998,EST,AZE,EST,AZE,1620.003,5608007.1680000005,4446396.416,1386.156,7913,2723,0,0,0,0,0,0,0,0,0
1999,EST,AZE,EST,AZE,864.83,5715278.848,4581222.4,1380.62,7982.75,2723,0,0,1,0,0,0,0,0,0
2000,EST,AZE,EST,AZE,250.433,5685561.3440000005,5272616.96,1396.985,8048.6,2723,0,0,1,0,0,0,0,0,0
2001,EST,AZE,EST,AZE,225.895,6233506.3040000005,5707618.3040000005,1388.115,8111.2,2723,0,0,1,0,0,0,0,0,0
2002,EST,AZE,EST,AZE,239.715,7308609.024,6236024.832,1379.35,8171.95,2723,0,0,1,0,0,0,0,0,0
2003,EST,AZE,EST,AZE,1597.33,9822143.488,7275766.272,1370.72,8234.1,2723,0,0,1,0,0,0,0,0,0
2004,EST,AZE,EST,AZE,1710.507,12057639.936,8680511.488,1362.55,8306.5,2723,0,0,1,0,0,0,0,0,0
2005,EST,AZE,EST,AZE,5979.57,14003096.576,13245421.568,1354.775,8391.85,2724,0,0,1,0,0,0,0,0,0
2006,EST,AZE,EST,AZE,2742.6130000000003,16958045.184,20982269.952,1346.81,8484.55,2724,0,0,1,0,0,0,0,0,0
2007,EST,AZE,EST,AZE,14558.267,22228670.464,33050343.424,1340.68,8581.3,2724,0,0,1,0,0,0,0,0,0
2008,EST,AZE,EST,AZE,12114.348,24185794.56,48852484.096,1337.09,8763.4,2724,0,0,1,0,0,0,0,0,0
2009,EST,AZE,EST,AZE,9525.403,19640621.056,44291489.792,1334.515,8947.243,2724,0,0,1,0,0,0,0,0,0
2010,EST,AZE,EST,AZE,13438.034,19479013.376,52902703.104,1331.475,9054.332,2725,0,0,1,0,0,0,0,0,0
2011,EST,AZE,EST,AZE,20091.24,22803433.472,65951625.216,1327.439,9173.082,2725,0,0,1,0,0,0,0,0,0
2012,EST,AZE,EST,AZE,13156.918,22660753.408,68730904.576,1325.016,9295.784,2725,0,0,1,0,0,0,0,0,0
2013,EST,AZE,EST,AZE,12035.94,24880265.216,73560481.792,1324.612,9416.598,2725,0,0,1,0,0,0,0,0,0
2014,EST,AZE,EST,AZE,19013.421,26213941.248,75244167.168,1314.545,9535.079,2725,0,0,1,0,0,0,0,0,0
2015,EST,AZE,EST,AZE,5859.702,22460471.296,53074370.56,1315.407,9649.341,2725,0,0,1,0,0,0,0,0,0
2016,EST,AZE,EST,AZE,7438.355,23136741.376,37847715.84,1316.481,9762.274,2725,0,0,1,0,0,0,0,0,0
2017,EST,AZE,EST,AZE,3901.842,26924385.103,40865558.912,1317.384,9854.033,2725,0,0,1,0,0,0,0,0,0
2018,EST,AZE,EST,AZE,4083.055,30489500.905,47112941.176,1321.977,9939.771,2725,0,0,1,0,0,0,0,0,0
2019,EST,AZE,EST,AZE,2819.583,31045591.753,48174235.294,1326.855,10024.283,2725,0,0,1,0,0,0,0,0,0
2020,EST,AZE,EST,AZE,3250.196,30650285.472,42693000,1329.479,10093.121,2726,0,0,1,0,0,0,0,0,0
1995,EST,BLR,EST,BLR,45573.272,4362191.36,13972637.696,1436.634,10194,676,0,0,0,0,0,0,0,0,0
1996,EST,BLR,EST,BLR,40559.902,4739181.568,14756861.952,1415.594,10160,676,0,0,0,0,0,0,0,0,0
1997,EST,BLR,EST,BLR,40220.664,5059146.752,14128412.672,1399.535,10117,676,0,0,0,0,0,0,0,0,0
1998,EST,BLR,EST,BLR,29620.761,5608007.1680000005,15222014.976,1386.156,10069,676,0,0,0,0,0,0,0,0,0
1999,EST,BLR,EST,BLR,18653.631,5715278.848,12138485.76,1380.62,10035,676,0,0,1,0,0,0,0,0,0
2000,EST,BLR,EST,BLR,20834.45,5685561.3440000005,12736856.064,1396.985,10005,676,0,0,1,0,0,0,0,0,0
2001,EST,BLR,EST,BLR,19878.881,6233506.3040000005,12354820.096,1388.115,9928,676,0,0,1,0,0,0,0,0,0
2002,EST,BLR,EST,BLR,17667.151,7308609.024,14594925.568,1379.35,9865,676,0,0,1,0,0,0,0,0,0
2003,EST,BLR,EST,BLR,19545.081,9822143.488,17825435.648000002,1370.72,9797,676,0,0,1,0,0,0,0,0,0
2004,EST,BLR,EST,BLR,28548.475,12057639.936,23141586.944,1362.55,9730,676,0,0,1,0,0,0,0,0,0
2005,EST,BLR,EST,BLR,33202.585,14003096.576,30210091.008,1354.775,9663,676,0,0,1,0,0,0,0,0,0
2006,EST,BLR,EST,BLR,61276.326,16958045.184,36961918.976,1346.81,9604,676,0,0,1,0,0,0,0,0,0
2007,EST,BLR,EST,BLR,61492.53,22228670.464,45275713.536,1340.68,9560,676,0,0,1,0,0,0,0,0,0
2008,EST,BLR,EST,BLR,101880.35,24185794.56,60763484.16,1337.09,9528,676,0,0,1,0,0,0,0,0,0
2009,EST,BLR,EST,BLR,73692.509,19640621.056,49208655.872,1334.515,9507,676,0,0,1,0,0,0,0,0,0
2010,EST,BLR,EST,BLR,114163.565,19479013.376,55220932.608,1331.475,9490,675,0,0,1,0,0,0,0,0,0
2011,EST,BLR,EST,BLR,145054.612,22803433.472,59734593.536,1327.439,9473,675,0,0,1,0,0,0,0,0,0
2012,EST,BLR,EST,BLR,104950.578,22660753.408,63615447.04,1325.016,9464,675,0,0,1,0,0,0,0,0,0
2013,EST,BLR,EST,BLR,95668.948,24880265.216,71709515.77600001,1324.612,9466,675,0,0,1,0,0,0,0,0,0
2014,EST,BLR,EST,BLR,137937.9,26213941.248,78813052.928,1314.545,9474.511,675,0,0,1,0,0,0,0,0,0
2015,EST,BLR,EST,BLR,71387.746,22460471.296,56454774.784,1315.407,9489.616,676,0,0,1,0,0,0,0,0,0
2016,EST,BLR,EST,BLR,94096.664,23136741.376,47433441.28,1316.481,9507.12,676,0,0,1,0,0,0,0,0,0
2017,EST,BLR,EST,BLR,105233.319,26924385.103,54726595.249,1317.384,9458.989,676,0,0,1,0,0,0,0,0,0
2018,EST,BLR,EST,BLR,100103.38,30489500.905,60031262.269,1321.977,9438.785,676,0,0,1,0,0,0,0,0,0
2019,EST,BLR,EST,BLR,90044.628,31045591.753,64409647.194,1326.855,9419.758,676,0,0,1,0,0,0,0,0,0
2020,EST,BLR,EST,BLR,102191.293,30650285.472,61489588.895,1329.479,9379.952,676,0,0,1,0,0,0,0,0,0
1995,EST,GEO,EST,GEO,105.734,4362191.36,2693731.84,1436.634,4734,2412,0,0,0,0,0,0,0,0,0
1996,EST,GEO,EST,GEO,1266.637,4739181.568,3094915.5840000003,1415.594,4616.1,2412,0,0,0,0,0,0,0,0,0
1997,EST,GEO,EST,GEO,930.378,5059146.752,3510540.8000000003,1399.535,4531.6,2412,0,0,0,0,0,0,0,0,0
1998,EST,GEO,EST,GEO,2951.747,5608007.1680000005,3613500.16,1386.156,4487.3,2412,0,0,0,0,0,0,0,0,0
1999,EST,GEO,EST,GEO,496.666,5715278.848,2800024.32,1380.62,4452.5,2412,0,0,1,0,0,0,0,0,0
2000,EST,GEO,EST,GEO,366.797,5685561.3440000005,3057453.568,1396.985,4418.3,2412,0,0,1,1,0,0,1,0,0
2001,EST,GEO,EST,GEO,855.6,6233506.3040000005,3219487.744,1388.115,4386.4000000000005,2412,0,0,1,1,0,0,1,0,0
2002,EST,GEO,EST,GEO,562.271,7308609.024,3395778.56,1379.35,4357,2412,0,0,1,1,0,0,1,0,0
2003,EST,GEO,EST,GEO,664.937,9822143.488,3991374.592,1370.72,4328.9,2412,0,0,1,1,0,0,1,0,0
2004,EST,GEO,EST,GEO,498.23,12057639.936,5125274.112,1362.55,4318.3,2412,0,0,1,1,0,0,1,0,0
2005,EST,GEO,EST,GEO,1288.842,14003096.576,6411147.264,1354.775,4361.4,2412,0,0,1,1,0,0,1,0,0
2006,EST,GEO,EST,GEO,993.432,16958045.184,7761900.032000001,1346.81,4398,2412,0,0,1,1,0,0,1,0,0
2007,EST,GEO,EST,GEO,3748.478,22228670.464,10172260.352,1340.68,4388.4000000000005,2412,0,0,1,1,0,0,1,0,0
2008,EST,GEO,EST,GEO,3010.11,24185794.56,12799337.472,1337.09,4383.8,2412,0,0,1,1,0,0,1,0,0
2009,EST,GEO,EST,GEO,1928.812,19640621.056,10766836.736,1334.515,4410.9000000000005,2412,0,0,1,1,0,0,1,0,0
2010,EST,GEO,EST,GEO,6024.916,19479013.376,11638537.216,1331.475,4452.8,2412,0,0,1,1,0,0,1,0,0
2011,EST,GEO,EST,GEO,5157.34,22803433.472,14434620.416,1327.439,4483.35,2412,0,0,1,1,0,0,1,0,0
2012,EST,GEO,EST,GEO,9038.508,22660753.408,15846474.752,1325.016,4490.7,2412,0,0,1,1,0,0,1,0,0
2013,EST,GEO,EST,GEO,6203.791,24880265.216,16140047.36,1324.612,4476.9000000000005,2412,0,0,1,1,0,0,1,0,0
2014,EST,GEO,EST,GEO,5970.63,26213941.248,16509305.856,1314.545,3727,2412,0,0,1,1,0,0,1,0,0
2015,EST,GEO,EST,GEO,4987.522,22460471.296,13993546.752,1315.407,3717.1,2412,0,0,1,1,0,0,1,0,0
2016,EST,GEO,EST,GEO,7075.85,23136741.376,14332879.872,1316.481,3719.3,2412,0,0,1,1,0,0,1,0,0
2017,EST,GEO,EST,GEO,6649.649,26924385.103,16242916.916,1317.384,3728.004,2412,0,0,1,1,0,0,1,0,0
2018,EST,GEO,EST,GEO,5816.145,30489500.905,17596922.47,1321.977,3726.549,2412,0,0,1,1,0,0,1,0,0
2019,EST,GEO,EST,GEO,7353.925,31045591.753,17470436.259,1326.855,3720.161,2412,0,0,1,1,0,0,1,0,0
2020,EST,GEO,EST,GEO,5264.165,30650285.472,15842922.533,1329.479,3722.716,2412,0,0,1,1,0,0,1,0,0
1995,EST,KAZ,EST,KAZ,8848.921,4362191.36,20374306.816,1436.634,15815.626,3432,0,0,0,0,0,0,0,0,0
1996,EST,KAZ,EST,KAZ,8755.259,4739181.568,21035358.208,1415.594,15577.894,3432,0,0,0,0,0,0,0,0,0
1997,EST,KAZ,EST,KAZ,11390.276,5059146.752,22165932.032,1399.535,15333.703,3432,0,0,0,0,0,0,0,0,0
1998,EST,KAZ,EST,KAZ,10001.554,5608007.1680000005,22135244.8,1386.156,15071.3,3432,0,0,0,0,0,0,0,0,0
1999,EST,KAZ,EST,KAZ,6997.695,5715278.848,16870816.768,1380.62,14928.426,3432,0,0,1,0,0,0,0,0,0
2000,EST,KAZ,EST,KAZ,8855.864,5685561.3440000005,18291990.528,1396.985,14883.626,3428,0,0,1,0,0,0,0,0,0
2001,EST,KAZ,EST,KAZ,4426.943,6233506.3040000005,22152689.664,1388.115,14858.335,3428,0,0,1,0,0,0,0,0,0
2002,EST,KAZ,EST,KAZ,5544.024,7308609.024,24636598.272,1379.35,14858.948,3428,0,0,1,0,0,0,0,0,0
2003,EST,KAZ,EST,KAZ,6329.225,9822143.488,30833692.672,1370.72,14909.018,3428,0,0,1,0,0,0,0,0,0
2004,EST,KAZ,EST,KAZ,80257.931,12057639.936,43151646.72,1362.55,15012.985,3428,0,0,1,0,0,0,0,0,0
2005,EST,KAZ,EST,KAZ,32948.274,14003096.576,57123672.064,1354.775,15147.029,3407,0,0,1,0,0,0,0,0,0
2006,EST,KAZ,EST,KAZ,44628.077,16958045.184,81003864.064,1346.81,15308.084,3407,0,0,1,0,0,0,0,0,0
2007,EST,KAZ,EST,KAZ,45655.9,22228670.464,104849883.136,1340.68,15484.192,3407,0,0,1,0,0,0,0,0,0
2008,EST,KAZ,EST,KAZ,72948.654,24185794.56,133441609.728,1337.09,15674,3407,0,0,1,0,0,0,0,0,0
2009,EST,KAZ,EST,KAZ,62211.218,19640621.056,115308658.688,1334.515,16092.701,3407,0,0,1,0,0,0,0,0,0
2010,EST,KAZ,EST,KAZ,150118.403,19479013.376,148047347.712,1331.475,16321.581,3397,0,0,1,0,0,0,0,0,0
2011,EST,KAZ,EST,KAZ,111491.253,22803433.472,188048965.632,1327.439,16556.601,3397,0,0,1,0,0,0,0,0,0
2012,EST,KAZ,EST,KAZ,169647.795,22660753.408,203517198.336,1325.016,16791.426,3397,0,0,1,0,0,0,0,0,0
2013,EST,KAZ,EST,KAZ,169554.734,24880265.216,231876280.32,1324.612,17037.508,3397,0,0,1,0,0,0,0,0,0
2014,EST,KAZ,EST,KAZ,138222.587,26213941.248,221415571.456,1314.545,17289.225,3397,0,0,1,0,0,0,0,0,0
2015,EST,KAZ,EST,KAZ,47494.66,22460471.296,184388435.968,1315.407,17544.127,3396,0,0,1,1,0,0,1,0,0
2016,EST,KAZ,EST,KAZ,38075.865,23136741.376,133657083.904,1316.481,17797.031,3396,0,0,1,1,0,0,1,0,0
2017,EST,KAZ,EST,KAZ,53282.586,26924385.103,166805800.59600002,1317.384,18037.777,3396,0,0,1,1,0,0,1,0,0
2018,EST,KAZ,EST,KAZ,51656.575,30489500.905,179339994.859,1321.977,18276.451,3396,0,0,1,1,0,0,1,0,0
2019,EST,KAZ,EST,KAZ,38235.712,31045591.753,181667190.076,1326.855,18513.674,3396,0,0,1,1,0,0,1,0,0
2020,EST,KAZ,EST,KAZ,42957.522,30650285.472,171082379.533,1329.479,18755.667,3393,0,0,1,1,0,0,1,0,0
1995,EST,KGZ,EST,KGZ,477.096,4362191.36,1661018.496,1436.634,4560.4000000000005,3823,0,0,0,0,0,0,0,0,0
1996,EST,KGZ,EST,KGZ,1794.071,4739181.568,1827570.56,1415.594,4628.4000000000005,3823,0,0,0,0,0,0,0,0,0
1997,EST,KGZ,EST,KGZ,1500.217,5059146.752,1767864.064,1399.535,4696.4000000000005,3823,0,0,0,0,0,0,0,0,0
1998,EST,KGZ,EST,KGZ,1787.315,5608007.1680000005,1645963.776,1386.156,4769,3823,0,0,0,1,0,0,0,0,0
1999,EST,KGZ,EST,KGZ,301.207,5715278.848,1249062.016,1380.62,4840.4000000000005,3823,0,0,1,1,0,0,1,0,0
2000,EST,KGZ,EST,KGZ,342.124,5685561.3440000005,1369691.904,1396.985,4898.4000000000005,3823,0,0,1,1,0,0,1,0,0
2001,EST,KGZ,EST,KGZ,147.48,6233506.3040000005,1525113.472,1388.115,4945.1,3823,0,0,1,1,0,0,1,0,0
2002,EST,KGZ,EST,KGZ,109.238,7308609.024,1605640.576,1379.35,4990.7,3823,0,0,1,1,0,0,1,0,0
2003,EST,KGZ,EST,KGZ,1038.083,9822143.488,1919012.736,1370.72,5043.3,3823,0,0,1,1,0,0,1,0,0
2004,EST,KGZ,EST,KGZ,677.354,12057639.936,2211535.36,1362.55,5104.7,3823,0,0,1,1,0,0,1,0,0
2005,EST,KGZ,EST,KGZ,1203.193,14003096.576,2459876.096,1354.775,5162.6,3823,0,0,1,1,0,0,1,0,0
2006,EST,KGZ,EST,KGZ,2197.077,16958045.184,2834168.832,1346.81,5218.4000000000005,3823,0,0,1,1,0,0,1,0,0
2007,EST,KGZ,EST,KGZ,4393.429,22228670.464,3802566.144,1340.68,5268.4000000000005,3823,0,0,1,1,0,0,1,0,0
2008,EST,KGZ,EST,KGZ,4322.951,24185794.56,5139957.76,1337.09,5318.7,3823,0,0,1,1,0,0,1,0,0
2009,EST,KGZ,EST,KGZ,3012.484,19640621.056,4690062.336,1334.515,5383.3,3823,0,0,1,1,0,0,1,0,0
2010,EST,KGZ,EST,KGZ,5243.568,19479013.376,4794357.76,1331.475,5447.9000000000005,3823,0,0,1,1,0,0,1,0,0
2011,EST,KGZ,EST,KGZ,6457.81,22803433.472,6197766.144,1327.439,5514.6,3823,0,0,1,1,0,0,1,0,0
2012,EST,KGZ,EST,KGZ,20730.983,22660753.408,6605139.968,1325.016,5607.2,3823,0,0,1,1,0,0,1,0,0
2013,EST,KGZ,EST,KGZ,14707.818,24880265.216,7226303.488,1324.612,5719.5,3823,0,0,1,1,0,0,1,0,0
2014,EST,KGZ,EST,KGZ,8357.897,26213941.248,7468096.512,1314.545,5835.5,3823,0,0,1,1,0,0,1,0,0
2015,EST,KGZ,EST,KGZ,2634.318,22460471.296,6678178.3040000005,1315.407,5956.9000000000005,3823,0,0,1,1,0,0,1,0,0
2016,EST,KGZ,EST,KGZ,2830.573,23136741.376,6551287.808,1316.481,6082.7,3823,0,0,1,1,0,0,1,0,0
2017,EST,KGZ,EST,KGZ,3030.093,26924385.103,7702934.8,1317.384,6198.2,3823,0,0,1,1,0,0,1,0,0
2018,EST,KGZ,EST,KGZ,2016.432,30489500.905,8271108.638,1321.977,6322.8,3823,0,0,1,1,0,0,1,0,0
2019,EST,KGZ,EST,KGZ,1579.289,31045591.753,8871026.074000001,1326.855,6456.2,3823,0,0,1,1,0,0,1,0,0
2020,EST,KGZ,EST,KGZ,20668.599,30650285.472,7780874.537,1329.479,6579.9000000000005,3823,0,0,1,1,0,0,1,0,0
1995,EST,LTU,EST,LTU,86104.941,4362191.36,7904896,1436.634,3629.102,530,0,0,0,0,0,0,0,0,0
1996,EST,LTU,EST,LTU,118673.377,4739181.568,8426599.936,1415.594,3601.6130000000003,530,0,0,0,0,0,0,0,0,0
1997,EST,LTU,EST,LTU,178497.17500000002,5059146.752,10128700.416,1399.535,3575.137,530,0,0,0,0,0,0,0,0,0
1998,EST,LTU,EST,LTU,158755.342,5608007.1680000005,11254049.792,1386.156,3549.331,530,0,0,0,0,0,0,0,0,0
1999,EST,LTU,EST,LTU,126321.167,5715278.848,10971374.592,1380.62,3524.2380000000003,530,0,0,1,0,0,0,0,0,0
2000,EST,LTU,EST,LTU,120438.397,5685561.3440000005,11434200.064,1396.985,3499.536,530,0,0,1,0,0,0,0,0,0
2001,EST,LTU,EST,LTU,143265.001,6233506.3040000005,12159224.832,1388.115,3470.818,530,0,0,1,1,0,0,1,0,0
2002,EST,LTU,EST,LTU,179395.403,7308609.024,14163949.568,1379.35,3443.067,530,0,0,1,1,0,0,1,0,0
2003,EST,LTU,EST,LTU,226383.589,9822143.488,18608709.632,1370.72,3415.213,530,0,0,1,1,0,0,1,0,0
2004,EST,LTU,EST,LTU,399047.959,12057639.936,22659295.232,1362.55,3377.0750000000003,530,0,0,1,1,0,0,1,1,0
2005,EST,LTU,EST,LTU,430281.735,14003096.576,26085306.368,1354.775,3322.528,530,0,0,1,1,0,0,1,1,0
2006,EST,LTU,EST,LTU,598000.964,16958045.184,30246361.088,1346.81,3269.909,530,0,0,1,1,0,0,1,1,0
2007,EST,LTU,EST,LTU,875419.16,22228670.464,39325986.816,1340.68,3231.294,530,0,0,1,1,0,0,1,1,0
2008,EST,LTU,EST,LTU,908071.983,24185794.56,47438364.672,1337.09,3198.231,530,0,0,1,1,0,0,1,1,0
2009,EST,LTU,EST,LTU,480758.813,19640621.056,37050081.28,1334.515,3162.916,530,0,0,1,1,0,0,1,1,0
2010,EST,LTU,EST,LTU,667493.225,19479013.376,36709511.168,1331.475,3097.282,530,0,0,1,1,0,0,1,1,0
2011,EST,LTU,EST,LTU,856519.661,22803433.472,43083067.392,1327.439,3028.115,530,0,0,1,1,0,0,1,1,0
2012,EST,LTU,EST,LTU,967556.259,22660753.408,42343559.168,1325.016,2987.773,530,0,0,1,1,0,0,1,1,0
2013,EST,LTU,EST,LTU,970879.37,24880265.216,45931966.464,1324.612,2956.121,530,0,0,1,1,0,0,1,1,0
2014,EST,LTU,EST,LTU,924608.355,26213941.248,48545251.328,1314.545,2932.367,530,0,0,1,1,0,0,1,1,0
2015,EST,LTU,EST,LTU,846828.826,22460471.296,41402023.936,1315.407,2904.91,530,0,0,1,1,0,0,1,1,0
2016,EST,LTU,EST,LTU,914127.76,23136741.376,42738876.416,1316.481,2872.298,530,0,0,1,1,0,0,1,1,0
2017,EST,LTU,EST,LTU,970479.931,26924385.103,47758736.932,1317.384,2828.403,530,0,0,1,1,0,0,1,1,0
2018,EST,LTU,EST,LTU,1115992.415,30489500.905,53750911.866,1321.977,2801.543,530,0,0,1,1,0,0,1,1,0
2019,EST,LTU,EST,LTU,1221685.86,31045591.753,54697379.017000005,1326.855,2794.137,530,0,0,1,1,0,0,1,1,0
2020,EST,LTU,EST,LTU,1125472.788,30650285.472,56546957.475,1329.479,2794.885,530,0,0,1,1,0,0,1,1,0
1995,EST,LVA,EST,LVA,137209.22400000002,4362191.36,5235719.68,1436.634,2485.056,280,0,1,0,0,0,0,0,0,0
1996,EST,LVA,EST,LVA,171233.02,4739181.568,5585292.8,1415.594,2457.222,280,0,1,0,0,0,0,0,0,0
1997,EST,LVA,EST,LVA,252950.733,5059146.752,6133234.176,1399.535,2432.851,280,0,1,0,0,0,0,0,0,0
1998,EST,LVA,EST,LVA,306164.81200000003,5608007.1680000005,6616957.44,1386.156,2410.019,280,0,1,0,0,0,0,0,0,0
1999,EST,LVA,EST,LVA,261470.353,5715278.848,7288524.288,1380.62,2390.482,280,0,1,1,1,0,0,1,0,0
2000,EST,LVA,EST,LVA,275210.235,5685561.3440000005,7833068.544,1396.985,2367.55,280,0,1,1,1,0,0,1,0,0
2001,EST,LVA,EST,LVA,297946.141,6233506.3040000005,8313047.552,1388.115,2337.17,280,0,1,1,1,0,0,1,0,0
2002,EST,LVA,EST,LVA,335000.30100000004,7308609.024,9314784.256,1379.35,2310.173,280,0,1,1,1,0,0,1,0,0
2003,EST,LVA,EST,LVA,417952.368,9822143.488,11186452.48,1370.72,2287.955,280,0,1,1,1,0,0,1,0,0
2004,EST,LVA,EST,LVA,504822.418,12057639.936,13761569.792,1362.55,2263.122,280,0,1,1,1,0,0,1,1,0
2005,EST,LVA,EST,LVA,700553.179,14003096.576,16041840.64,1354.775,2238.799,280,0,1,1,1,0,0,1,1,0
2006,EST,LVA,EST,LVA,885047.5700000001,16958045.184,19935045.632,1346.81,2218.357,280,0,1,1,1,0,0,1,1,0
2007,EST,LVA,EST,LVA,1268280.753,22228670.464,28765687.808,1340.68,2200.3250000000003,280,0,1,1,1,0,0,1,1,0
2008,EST,LVA,EST,LVA,1242658.065,24185794.56,33669367.808,1337.09,2177.322,280,0,1,1,1,0,0,1,1,0
2009,EST,LVA,EST,LVA,857114.755,19640621.056,25875781.632,1334.515,2141.669,280,0,1,1,1,0,0,1,1,0
2010,EST,LVA,EST,LVA,1022788.18,19479013.376,24009680.896,1331.475,2097.555,280,0,1,1,1,0,0,1,1,0
2011,EST,LVA,EST,LVA,1297324.394,22803433.472,28480337.92,1327.439,2059.709,280,0,1,1,1,0,0,1,1,0
2012,EST,LVA,EST,LVA,1386242.6,22660753.408,28372578.304,1325.016,2034.319,280,0,1,1,1,0,0,1,1,0
2013,EST,LVA,EST,LVA,1667691.411,24880265.216,30956691.456,1324.612,2013.385,280,0,1,1,1,0,0,1,1,0
2014,EST,LVA,EST,LVA,1709752.923,26213941.248,31352250.368,1314.545,1993.782,280,0,1,1,1,0,0,1,1,0
2015,EST,LVA,EST,LVA,1319921.367,22460471.296,27026036.736,1315.407,1977.527,280,0,1,1,1,0,0,1,1,0
2016,EST,LVA,EST,LVA,1203447.47,23136741.376,27677390.848,1316.481,1960.424,280,0,1,1,1,0,0,1,1,0
2017,EST,LVA,EST,LVA,1319335.173,26924385.103,30483806.018,1317.384,1942.248,280,0,1,1,1,0,0,1,1,0
2018,EST,LVA,EST,LVA,1618015.348,30489500.905,34429023.435,1321.977,1927.174,280,0,1,1,1,0,0,1,1,0
2019,EST,LVA,EST,LVA,1504596.938,31045591.753,34308783.825,1326.855,1913.822,280,0,1,1,1,0,0,1,1,0
2020,EST,LVA,EST,LVA,1461984.909,30650285.472,33645460.617,1329.479,1900.449,280,0,1,1,1,0,0,1,1,0
1995,EST,MDA,EST,MDA,3641.681,4362191.36,1752995.328,1436.634,3675.099,1410,0,0,0,0,0,0,0,0,0
1996,EST,MDA,EST,MDA,9634.204,4739181.568,1695130.496,1415.594,3667.748,1410,0,0,0,0,0,0,0,0,0
1997,EST,MDA,EST,MDA,5142.332,5059146.752,1930071.424,1399.535,3654.208,1410,0,0,0,0,0,0,0,0,0
1998,EST,MDA,EST,MDA,6154.441,5608007.1680000005,1639497.216,1386.156,3652.732,1410,0,0,0,0,0,0,0,0,0
1999,EST,MDA,EST,MDA,1917.649,5715278.848,1170785.024,1380.62,3647.001,1410,0,0,1,0,0,0,0,0,0
2000,EST,MDA,EST,MDA,2518.735,5685561.3440000005,1288420.224,1396.985,3639.592,1410,0,0,1,0,0,0,0,0,0
2001,EST,MDA,EST,MDA,3681.159,6233506.3040000005,1480656.896,1388.115,3631.462,1410,0,0,1,1,0,0,1,0,0
2002,EST,MDA,EST,MDA,3311.969,7308609.024,1661818.112,1379.35,3623.062,1410,0,0,1,1,0,0,1,0,0
2003,EST,MDA,EST,MDA,3354.934,9822143.488,1980901.504,1370.72,3612.874,1410,0,0,1,1,0,0,1,0,0
